"ID","FIXED_ACIDITY","VOLATILE_ACIDITY","CITRIC_ACID","RESIDUAL_SUGAR","CHLORIDES","FREE_SULFUR_DIOXIDE","TOTAL_SULFUR_DIOXIDE","DENSITY","PH","SULPHATES","ALCOHOL","QUALITY"
1514,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,"1"
1515,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,"1"
1516,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,"0"
1517,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,"0"
1518,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,"1"
1519,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,"1"
1520,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,"1"
1521,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,"1"
1522,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,"1"
1523,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,"0"
1524,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,"0"
1525,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,"0"
1526,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,"0"
1527,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,"0"
1528,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,"1"
1529,6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,"0"
1530,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,"0"
1531,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,"0"
1532,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,"1"
1533,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,"1"
1534,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,"1"
1535,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"0"
1536,6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,"0"
1537,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,"1"
1538,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,"0"
1539,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,"1"
1540,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,"0"
1541,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,"1"
1542,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,"1"
1543,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,"1"
1544,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,"1"
1545,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,"0"
1546,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,"0"
1547,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,"1"
1548,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,"0"
1549,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,"1"
1550,6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,"1"
1551,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"0"
1552,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"0"
1553,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"1"
1554,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,"0"
1555,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,"1"
1556,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,"1"
1557,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,"0"
1558,6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,"0"
1559,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,"0"
1560,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,"1"
1561,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,"0"
1562,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,"0"
1563,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,"0"
1564,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,"0"
1565,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,"0"
1566,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,"0"
1567,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,"0"
1568,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"1"
1569,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"1"
1570,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,"1"
1571,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,"0"
1572,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,"0"
1573,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,"0"
1574,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,"1"
1575,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,"1"
1576,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,"1"
1577,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,"1"
1578,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,"1"
1579,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,"1"
1580,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,"1"
1581,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,"1"
1582,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,"1"
1583,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,"1"
1584,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,"0"
1585,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,"1"
1586,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,"1"
1587,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,"0"
1588,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,"1"
1589,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,"1"
1590,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,"1"
1591,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,"1"
1592,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,"1"
1593,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,"1"
1594,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,"1"
1595,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,"1"
1596,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,"1"
1597,6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,"1"
1598,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,"1"
1599,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"1"
1600,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"1"
1601,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,"1"
1602,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,"1"
1603,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,"1"
1604,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,"1"
1605,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,"1"
1606,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,"1"
1607,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,"1"
1608,6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,"1"
1609,6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,"0"
1610,6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,"1"
1611,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,"1"
1612,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,"1"
1613,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,"1"
1614,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,"1"
1615,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,"1"
1616,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,"0"
1617,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,"1"
1618,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,"1"
1619,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,"1"
1620,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,"1"
1621,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,"1"
1622,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,"1"
1623,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,"1"
1624,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,"1"
1625,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,"1"
1626,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,"1"
1627,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"1"
1628,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"1"
1629,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,"0"
1630,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"0"
1631,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"0"
1632,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"0"
1633,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"0"
1634,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,"1"
1635,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,"1"
1636,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,"1"
1637,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,"0"
1638,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,"1"
1639,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,"1"
1640,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,"1"
1641,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,"1"
1642,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,"1"
1643,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,"1"
1644,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,"1"
1645,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,"0"
1646,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,"1"
1647,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,"1"
1648,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,"1"
1649,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"0"
1650,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"0"
1651,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"0"
1652,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"0"
1653,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,"0"
1654,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"1"
1655,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"1"
1656,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,"1"
1657,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,"1"
1658,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,"0"
1659,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,"1"
1660,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,"1"
1661,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,"1"
1662,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,"1"
1663,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,"1"
1664,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"1"
1665,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"1"
1666,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"1"
1667,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"1"
1668,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,"1"
1669,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,"0"
1670,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,"1"
1671,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,"1"
1672,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,"1"
1673,6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,"0"
1674,6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,"0"
1675,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,"0"
1676,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,"1"
1677,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,"1"
1678,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,"1"
1679,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,"1"
1680,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,"1"
1681,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,"0"
1682,6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,"1"
1683,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,"0"
1684,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,"0"
1685,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,"0"
1686,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,"1"
1687,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,"0"
1688,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,"0"
1689,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,"1"
1690,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,"0"
1691,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"1"
1692,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"1"
1693,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"1"
1694,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,"1"
1695,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,"0"
1696,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,"0"
1697,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,"1"
1698,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,"1"
1699,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,"1"
1700,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,"0"
1701,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,"0"
1702,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"1"
1703,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"1"
1704,6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,"1"
1705,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,"1"
1706,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,"1"
1707,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,"1"
1708,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,"0"
1709,6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,"0"
1710,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,"1"
1711,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,"1"
1712,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,"0"
1713,6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,"1"
1714,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,"1"
1715,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,"1"
1716,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,"1"
1717,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,"1"
1718,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,"1"
1719,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,"1"
1720,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,"1"
1721,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,"1"
1722,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"1"
1723,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"1"
1724,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,"1"
1725,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,"1"
1726,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,"1"
1727,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,"1"
1728,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,"0"
1729,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,"1"
1730,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,"1"
1731,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,"0"
1732,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,"0"
1733,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,"1"
1734,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,"0"
1735,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,"0"
1736,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,"0"
1737,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,"1"
1738,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,"0"
1739,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,"1"
1740,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,"1"
1741,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,"1"
1742,6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,"0"
1743,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,"1"
1744,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"1"
1745,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"1"
1746,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"1"
1747,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"1"
1748,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"1"
1749,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,"1"
1750,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,"1"
1751,6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,"0"
1752,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,"0"
1753,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,"1"
1754,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,"1"
1755,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"1"
1756,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,"1"
1757,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,"1"
1758,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,"0"
1759,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,"1"
1760,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,"1"
1761,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,"0"
1762,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,"1"
1763,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,"1"
1764,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,"1"
1765,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,"1"
1766,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,"0"
1767,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,"0"
1768,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,"1"
1769,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,"1"
1770,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,"1"
1771,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,"1"
1772,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,"1"
1773,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,"1"
1774,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,"1"
1775,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,"0"
1776,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,"0"
1777,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,"0"
1778,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,"0"
1779,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,"0"
1780,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,"1"
1781,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,"0"
1782,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,"0"
1783,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"1"
1784,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"1"
1785,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,"0"
1786,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,"0"
1787,6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,"0"
1788,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"1"
1789,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"1"
1790,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,"0"
1791,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,"1"
1792,6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,"1"
1793,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,"1"
1794,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,"1"
1795,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,"1"
1796,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,"0"
1797,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,"0"
1798,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,"1"
1799,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667,"0"
1800,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,"0"
1801,6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,"0"
1802,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,"1"
1803,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,"1"
1804,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,"1"
1805,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,"1"
